f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16
81.08509263039048,124.85194446756468,46.76833945430501,103.55469279422363,92.73317336474435,50.895778211452864,114.7615718412976,117.45074181845892,103.54080663792145,106.05741294775638,118.15589226759126,56.35881663333273,33.71365348383408,53.045607839925594,84.38917957614454,32.73259936211662,118.89615888257
83.84357402278034,122.93367852176003,45.2981865574724,102.03288894539904,93.43675467254955,51.29830002299217,113.85671674128292,117.39939531875042,105.6918220467252,105.26257053352322,119.46272431364112,53.9591498467201,32.64754944509,52.44157963056724,83.20176478196846,31.66215517619162,118.6766272009968
81.33988257944367,125.72774762743425,44.50739863558431,102.35370050069925,91.59644504315308,53.68468496460562,112.26968468957583,118.14205009191757,107.03715846494462,105.6902568965174,117.83018296782899,54.89201503564694,35.527101259892476,52.384214155232286,85.43618346807777,33.25866691201022,120.23251421173624
83.21868309227614,123.5156243080307,47.63885998637395,103.2252353528056,92.16642953580316,52.80755563160543,114.92415238308554,118.8128564642381,104.64927804705849,105.36276446792412,118.34347104853119,54.220919770752126,33.12789623459644,52.3289760888493,84.33594874285416,33.49440928724983,118.9983640333559
82.57396766143557,125.27546324865362,45.90843393935016,103.93707252031518,91.43067386945123,52.41371279995207,115.34208850430592,115.39121199031563,105.34491471617592,106.59374217584121,120.21281507368269,55.20311354794651,34.049572729299406,54.6105784632233,85.27399339058881,32.1314180629523,119.11641098012076
83.36016900213552,125.71859937401369,46.8660705160428,102.89642390009837,92.22007432880362,50.116116510766105,114.96862848462735,118.64573278872325,107.2121564332251,105.85595070172548,119.12804106855846,54.518661650720276,32.85194509384426,52.397743797117826,82.18069955047007,33.91460551559408,116.82511749734691
85.03214252595922,122.23587310069992,47.499888675675194,102.09194595642956,92.56103306747106,51.24755329967313,115.67374815939138,118.04370266808428,107.07368201209876,106.07604803989639,119.35295997553891,55.61610665401975,33.4712760145003,51.719708871764745,82.698396674258,33.05084256913616,118.51135991461192
80.85414324015005,124.5129412507915,44.78151035871341,101.8396749747307,91.95837396571308,51.099884341926085,114.12250549833952,119.97346089160256,105.62094235381768,104.94042085378335,119.18150697762731,54.224768206332314,34.02375148199775,53.315635976681236,83.96480306153752,33.05655894958917,119.19209038063265
84.5971127225208,123.747080695893,46.12743440666809,103.86684906334214,92.47103683141802,51.641790799509224,114.90186343701788,117.12875311888507,105.77325057270177,105.22891345949556,119.5761745994711,56.18959978128475,34.223336158696355,53.07526594592919,83.12499133254192,32.297448882879834,117.80673988436158
80.82331861072782,123.6089659987695,45.701894730647034,105.1728422953733,93.5628135662081,52.55564023963353,116.08447723054157,119.39090349618527,103.99243197863723,107.06745617223476,119.71145426519483,54.71062205286731,32.584797480482486,53.595401135710425,81.92087227702551,32.97852503762534,118.38290959171313
81.7411579584478,125.1888010076522,45.95869156941923,103.17396632916957,92.90787194724243,51.99120944369665,114.45141119864749,118.81585162048908,106.56675592691883,106.28598016618828,120.78311283537505,56.24197059800986,33.914236830767166,52.090307049851546,84.63862364983764,33.21586064818901,120.70899566318883
83.98749300570073,124.76420438800191,46.012951537954095,102.12430125833276,91.80203703129868,52.47682809432411,112.27041990699085,119.24171395965234,108.06704400175138,104.05506070962925,117.59978444898647,55.22966246423314,33.417419084365065,53.26090643383167,83.92832596344256,31.976181480510945,120.28840634017848
83.46451660524285,123.44025802527173,47.50502511466082,102.49159404510625,90.75815948329446,52.183511823087734,114.35315762322267,118.53191689221885,106.69635112665249,106.5161247285777,119.47549364144918,54.42624619969183,33.31925572542944,53.74236491625912,84.24345651069989,33.82024573948625,117.2927228443724
82.49921361758241,125.90701890191056,46.55253315234744,103.29555045097915,92.70792436696968,54.20845052586618,115.99804954228703,116.4204792426874,104.78949884093063,104.3865893444492,118.25289211105974,55.05491929865226,34.2420151440678,51.46952125681275,82.13264817363088,32.23520861304455,119.91617126560462
84.09036291169365,125.70582485933768,45.96766974907489,103.82815349039011,93.00989496104965,51.503140967327376,114.38784488153047,118.65870512570976,105.09084238291487,107.64209617110744,118.96118771727997,55.087035228146675,33.052658620057876,52.220573804122466,81.803485399168,33.05515587641861,121.50568920964197
81.98138055189551,126.97619692815498,47.41425126261241,102.52641121902289,92.02726470481888,51.86489969208506,115.70616397339771,118.51701573011796,107.18197404862181,106.35817184536135,118.88802747940538,55.32642336507072,33.59305576612792,51.5477959565291,84.81368857595665,31.498835551656914,118.73116582320482
82.56013571238458,124.64335393105407,47.56470458493353,104.20497064730075,92.6724250188951,51.37012835437922,113.81653084640354,117.67072629294418,105.52971855327056,105.59754889137317,118.5708619649324,54.526573807299506,34.95188301802855,51.94536311113391,83.27052589769617,31.416593278960487,120.41548280251085
82.20349704134242,124.66077523172214,46.475318860212305,104.31883862109078,91.7899833016249,51.05246021271409,112.44425002412837,115.2153643552179,106.1613532258789,106.77547257248891,119.47168810519784,53.47023569682719,35.038826145111926,52.30178397168465,83.09309650585824,32.279367764696815,119.07840892250607
81.51529842848292,123.96296408628088,46.42944824538367,104.10732389624361,92.17595665722125,50.66037150180621,114.14889022765222,116.93974172605388,104.88205484363304,104.63729639646002,117.08874632010597,54.4328368320646,35.12888874304691,55.25648401542754,83.4264148416599,34.08610552676966,118.6054176817634
81.34926428055144,124.70094226144607,46.234814086795566,104.81801960796112,90.46532151801725,54.796032708335275,115.59171732318815,117.98207642643814,105.70136220820149,105.28419013113138,119.1097326391878,54.81606384459102,34.51379541358061,52.70563333898169,85.41496369149667,33.12504603116645,118.74318297207427
84.02428658177939,122.37747636980225,46.34098835227714,103.02557133640943,90.58914946959422,50.29149672043149,115.01034500294158,118.96279069035069,106.17255842963436,107.71665777645472,119.44096818186127,56.249805319411216,34.420324587184524,52.72419043439801,82.94246874856665,32.39656374509724,118.74287772875279
84.36315310210671,124.76991955852966,46.330319068242616,103.87000990756407,92.52738371569248,52.26193761110682,112.50134059849304,119.13915757286168,105.54148815247352,107.08854027762254,120.18521029151088,54.32996080644465,34.94971608059594,52.6390125207441,83.64496767235327,33.257473234582655,119.28447258916954
83.03855151535089,122.66571198444404,45.87855336051566,105.2784787281884,89.21599577119798,52.86974044022841,115.0571249333563,116.64165228071384,105.53056108659045,104.99928284205666,120.85396537731188,56.103025266777784,35.15142537446473,53.120647225994794,85.31209194974964,32.99176343293792,120.35915762721056
82.85130357588778,123.32075808328656,47.81095026633194,102.97915123933487,91.10120009175753,51.090366102510025,113.09342132698096,118.84444235102937,105.90113712295478,108.29795897599708,120.18617818232413,55.25713813009397,35.40389754119828,52.50449266353051,82.1452141958407,32.01041694242526,119.1472078293696
82.77745852782886,124.82441538825746,45.87538621865653,103.74803472596173,93.5009716305643,51.87230414938923,114.55514528871112,116.24521315942476,105.87610602125945,104.76804187425398,119.14522677712935,55.23599975667733,34.232676357913796,52.519877410203705,86.29846886173483,31.731978488356933,117.67085417283849
84.65497837573659,123.2957208694101,45.05530931246357,105.3029118977231,92.98572271682356,51.40553545186178,114.21750790569357,119.94587128482769,106.69162068095086,107.28614845510644,119.8048031787338,55.93025334595354,34.03974169591043,53.01134847897622,84.26705038534845,33.7344528074503,118.71668468416739
83.122053934503,123.68965438404402,46.11568482199453,101.74900366901815,94.60597746695952,51.26705988122112,113.63853927524057,117.1807356064452,106.61570874916454,105.80399736875766,118.03619248990279,55.65688336622434,34.79164914792279,52.93312367552274,83.33637404861793,35.19106600555972,119.34006763052523
81.72593101504668,125.41404046100277,45.14422525058743,105.74187834026992,92.0796578575276,53.01331603605535,111.9199824391531,116.71585911591004,107.33385961976072,106.31781506562913,121.04239642271408,55.48517510522959,34.14529623974104,54.713573990822205,85.01013699922544,32.803738800723714,117.90589589950156
80.6283843352345,123.56233433019729,44.813664904778626,105.59770464323438,91.34962905592997,51.32229099437495,112.47875512541135,117.7336826714773,105.33546507035778,107.73772942874446,119.16847615941498,54.991135977343625,33.8653272459174,53.786174920189204,83.5476718343655,33.66720609353184,120.61396982072745
83.46007501029965,123.75026871717486,45.046540829028096,102.72487601365293,92.56307887397257,50.46747265808268,114.83154275770929,118.20761268822807,105.85081084024128,105.340586588549,118.52362229903063,55.59730604146531,33.87178847390489,52.49886003272143,84.46856349337152,33.50818977749213,117.75082493867595
83.57148069657698,126.50169821286045,46.469620789375504,101.30099279515633,92.17737539183955,50.16918462580632,117.16737167206416,120.23567468698448,105.3340615172046,103.75433280100616,118.12162881290722,54.81900926106027,32.238136257960264,52.93097748500377,83.81242133572975,33.12515469706289,119.22964517693798
82.03438240012285,123.14658596025035,46.04559216447005,102.36900787012605,92.90749476841725,52.0358945497677,115.86500323399747,118.82048243827123,107.1037138693906,106.13256606796479,119.1573615012903,56.73132057990918,33.62170711646297,53.54677935416524,83.73376246783855,32.7313639416127,117.83110373425828
82.25748564914306,123.07173054858355,46.59436880892317,104.04020592822366,91.9052466264216,52.22962793016365,113.84752864489491,117.18922408010701,106.86226302479687,106.65253469375948,117.10745401469603,54.71689099876475,33.117972658792574,52.609061430334776,83.32956843295374,32.9535796292586,118.67008526486653
82.64885930617916,125.10738842833871,46.55717866066925,102.29610534969957,91.44445326718657,52.49179305539961,114.49041957170277,117.39621976093792,105.76600933309784,107.84680604008697,118.41345191147866,56.91080458845879,35.103666942525805,54.725416275055466,83.37092802793057,32.83144412593724,118.55083619122443
84.1267531919262,123.43231622732792,46.73121549334287,103.67829941119204,91.95197046928583,53.29865973416434,114.10767986972661,118.8340857186083,105.50529663108222,105.27656318589318,119.7311455292576,55.43084024433375,34.243307664128366,52.656311652062215,85.5492094765263,31.883414195746152,117.82865699026902
83.94216650516383,124.86009638414306,46.353762778991864,102.71204777809719,92.5024221291904,53.720830297119534,116.51554620787422,116.34358629452484,105.58107988075146,105.51822673701515,120.62651947169968,52.5187050134348,34.513835193065546,52.743189691580966,85.63811274954764,34.50103884000446,119.3655067348267
81.4202769292882,123.42611051766487,45.53560892338626,101.67354520554653,93.15458428185937,50.54657350272559,115.96532750845371,119.96282263404545,105.61493973814049,106.32849537012982,118.92771652192958,55.90182480036169,35.27467733856476,53.25799699212006,84.46911670978106,32.37939573606048,119.43671396689034
83.16276207892398,123.08820551124865,45.985962890656886,102.61681748201393,91.39050441818195,50.85350879240043,114.06250273324947,117.21952599367465,105.5288918276973,107.07512427521729,119.63211610126838,54.021233352138744,34.351891067906436,53.132780698264156,85.70169620853346,34.383145000872275,117.46625127429016
83.8611276689586,125.2651972516237,46.55935920872833,102.66458785630581,94.41339391511714,52.65140928092702,115.97654427372822,119.3514784294735,106.46413466022331,105.42029908852638,118.9758951218475,54.77808754720645,32.78548104435073,53.650281574959706,85.5673530019594,32.70169650544855,121.16365649922474
81.44241721413826,125.0543635483872,47.67152023540541,102.79596941901895,91.81394349485711,53.0427651758444,114.50599110995954,116.0025886565405,105.15662684546062,105.98645045195254,117.63030182031493,54.5258256835701,32.65531457475607,52.62982936944661,83.66337727267884,33.351754676593714,118.9082406760005
83.50278972104076,124.38354400747392,47.03133999426431,103.87378304096012,92.76812383513472,55.10486742846672,114.34740263664233,120.59357150385887,106.41221840224394,105.91714908519411,118.6268348177868,56.50972579844843,35.640503392887936,53.59978385596473,85.1335467745027,31.722779534076917,117.45122017748778
84.24632688579746,123.87318850209698,46.7493024173975,102.28271205004393,93.65698846970477,50.459581328110964,112.61441491351731,119.44431158371235,103.3901582070171,106.37856886809492,118.89267400440342,54.264048080799974,33.80006015140963,52.15247650691019,85.5422559460485,34.80449708836161,118.31426241321165
83.27552487746853,122.67492352906395,47.073052159003126,104.04700917464332,91.70473776729231,52.016885058419895,113.90623455047734,116.38154216631972,107.54600414760013,105.23304676111756,118.23985072774208,54.84958014553817,34.99554858536228,52.40869678490797,82.04781477859656,32.11300193927047,119.424140419079
85.18975028780919,122.74008003362684,44.70349823251917,101.48740449916119,90.36327500870065,53.20569146008143,115.49468857536438,118.1777558935804,105.53228722785914,107.79114378686262,119.1739080416565,56.089436709360434,33.48355105827818,53.04424385422377,82.76265835455295,33.62924897189359,119.19093775077332
82.10543676758621,123.11889285047354,47.615958503338746,104.97166875046182,91.78686466333268,52.067753572762165,114.40011447464822,118.14803175815969,104.32570227946137,106.42787067719038,116.91211096539939,54.26731580874238,34.50542714662482,53.59999420792484,83.18992691579051,32.54156305981308,118.40616349100155
82.89715583686393,123.97320565336433,46.66846812952911,102.48310313711022,92.37339619191356,52.50701576448719,114.19828937737186,117.74039417755053,106.18064546427544,106.75174027339358,119.83918486771631,56.815372684826905,33.009973763693736,52.559992609004595,82.3865313397316,33.93100946432786,118.66549249364326
83.20619098202933,123.39566143055336,45.67329600502217,104.22319010542665,92.69423341048598,51.888477942341055,114.7678139194764,118.78990008003787,105.60857448331326,104.5309204393638,118.10083837299796,53.659471396617484,35.164434645992905,54.33811521644768,85.58637388015902,30.98044445102283,120.07140091037373
85.21219130938468,125.11198771381065,43.84877038212933,104.76829830839677,92.04168903713195,51.76760089349953,114.45109529658298,116.95099307742952,106.00278237092158,107.62042964510407,119.62239687052329,55.058401472102666,34.08960815992761,51.818606016701196,83.85001210860027,31.365704664370234,120.02244095239381
80.81428951752466,124.85490037962072,46.97941090083406,104.31876461572719,92.0868591631618,52.916628466157526,113.84025335963479,116.81330288231207,107.530732392538,105.90311417038492,117.59048868252681,54.533185054210215,33.57267531743183,53.46169691812421,86.34704748337273,33.52241861328257,119.20684385199652
85.45577619956255,124.97889353991272,46.25424920413493,102.5205881411819,92.31620007620457,51.933609595906866,114.091434127559,119.31440242476947,105.45967781686251,106.51354070816352,119.9489399898376,54.33788748317559,33.1773785845109,52.84965807741909,83.53837040974354,34.1523326087415,117.99823172143535
83.06847136852868,126.54604833340447,46.41305653378618,103.57929014430489,93.16068249569713,51.53705093457464,112.91858037125459,118.17651127616274,106.26540382834854,104.38178920528684,119.37507191468278,56.06985049870104,33.08705192697599,53.43555584837481,84.89226366037013,33.58667820853008,119.68100623874156
82.7551997581937,122.87249566225941,45.55285353761609,102.41394289812938,91.91974095379246,53.09327090545993,112.68815987183584,118.14425002281739,104.93659835448214,105.25995308217723,119.55874075261184,53.8100549466343,34.73424428970298,51.64783555337527,84.66698040343816,31.450468730421488,118.38218732074338
84.89649438312956,125.70854636976689,45.58747534748286,103.3899605860299,93.20406801888488,52.681296174420474,113.72653575354518,117.25136468596367,106.86810314295793,107.1307033086145,120.7157018343944,53.31275057654693,32.74687521179895,54.161923602147084,82.44846945324983,34.23854995491193,118.78506749401461
82.47908618066332,124.20542859627147,44.6546315477645,103.82401483059836,93.68963699769469,52.87057621581424,113.75349130744586,116.46196429223455,104.50041254379707,104.6703566977607,118.98772172288768,55.11340006327261,34.868443510740995,51.20397101351693,85.3112102303924,33.69440631894537,118.67316370693787
81.8102384582679,125.24914064169111,45.69990603876261,102.97998110065556,92.38361197078794,51.08680109421839,113.71781942097475,118.86531690202038,106.76409607849628,106.77310720669524,117.84482024885956,54.76341964927086,33.6036061649522,53.425178842274704,84.3356579896489,33.15542733074294,121.46573395541994
82.70919391985596,123.59217691393145,44.843250329663945,101.46215267407113,90.77968262278422,51.28131807455672,115.31007309443785,118.03916390436186,106.19333066695273,105.9037266917979,119.36530099302179,56.402072147217844,32.006069163731965,54.21833731558538,81.48496154746499,33.02820271152193,121.19190735474442
83.68065793953154,124.37305893532064,48.00194596680297,102.29693710199885,92.43396742246505,52.57811709747389,113.47759786577298,117.56588982050403,105.45622056677666,106.08731497400856,119.54669160577131,55.12323027291466,34.709461817429855,51.03085271402645,83.78174883625717,31.976580689649353,119.3017225126829
83.28691742867233,123.88437788504254,46.510279010532074,103.99781271826403,91.9394794776937,50.9483051119003,112.41874242908052,118.03611017533012,106.24186670151354,105.03047611048002,119.72576682316303,54.54104311417542,32.34356713482885,54.25643634234519,85.14398791920216,30.9844005633369,118.43739971834631
82.39841631858572,125.63948865941751,45.90070728995834,101.50412180194458,92.88210478224087,50.76922445423392,113.73965950927824,117.23023112211912,105.43954490172005,106.93725808956394,120.52133016133216,53.72563125362062,34.62607642550782,52.267246370310005,83.29832808997593,33.49063622142271,117.97209723428631
83.47060260077504,124.73011335650973,45.567467738300984,104.32707810201367,90.72717538793849,53.34540619061167,112.05601257051487,120.69971414041952,105.59379776137817,104.83769284361239,118.76732809148,53.95352205737557,34.38696529885454,54.36765733147015,83.00654377394332,33.579399239174,117.46726463110424
84.0329547332286,124.41623636692759,47.07618332133032,102.87765309735889,91.56484340214524,52.81611743605733,112.69195147844158,116.25717566826643,105.99503801595996,105.61040339314121,119.55383333178155,56.091551424314,34.53301407915114,54.01190331182674,84.32105233333216,33.494595748321096,118.88334279016773
83.46504546101518,124.16665282856351,46.325176796529064,102.83327596691316,92.8089292004713,51.289547450165045,113.98165097909589,119.31178390020757,105.05127817707887,103.83815453824737,119.36645716629798,54.7430455096465,35.010862240371836,52.869484920103005,83.39566092843668,32.92418260418179,120.09306858661321
83.57536962719237,121.56609774345196,46.18576749208677,103.2357621324014,91.98175003479948,51.38911010843141,115.19453187450644,119.24403394813486,103.79683953917414,105.20204052225856,118.85526934871427,55.94850820371667,34.03485287639177,52.31640619983508,84.70953357730737,32.78866391444901,118.88259914084504
82.97284156659592,124.57430844083848,45.69145039832621,103.68694649264722,91.92693103159293,50.93298341358212,113.96322369430455,116.98478659685479,106.04098678977594,106.82947392923147,117.92637099399789,55.36427340580444,33.170962541646794,53.201700559916546,84.86020424202049,30.87048692588996,117.88552417312866
82.63102055489007,124.31504048918161,45.833616670641675,102.95411921801909,94.04298452535126,50.78754272115077,115.13548501636276,117.65002187284558,106.54947479249873,108.1289465557456,119.68867802368543,55.37249570979,35.599122335149374,54.12479864459319,83.20060592383857,33.29452474245385,117.28250426585925
82.45984661162575,124.31405296759986,45.39789464721874,103.27336674597193,91.98661538434696,52.53641673239504,113.5758009779719,117.05985108556328,107.47812682617327,105.50430325731006,119.66001059311712,56.43524702647254,34.16266999899753,52.14369343055685,83.82139002545266,34.017540916606755,119.20624754573787
81.79485820779573,124.59664383353372,46.769531469050996,102.64468811388207,92.61024437560475,52.245018595460465,113.80257046135796,116.70646425640633,107.07795389510576,106.75921099991983,119.58388629437532,56.544526003678094,34.945193727013596,53.686566006151565,81.78677265197317,34.19689495180241,119.08308051428205
83.31249168025714,124.31933318969338,46.77383274364228,104.12217502880169,92.63424114305923,52.47528558931989,114.23151273929557,114.64838948309531,105.71240898054981,105.05841048264935,120.21073953893908,55.61903719828629,33.541863012786266,52.64228281773075,83.60601863669758,32.588173845681084,117.5554425564752
81.33872050672223,124.02904677238175,47.07531413935936,102.46231030257213,92.30344475092404,52.73426091717673,113.00662179441615,117.9800245712801,105.33347951872649,107.6061194918313,120.56245950686211,54.00765716012515,34.385884383084324,54.06759930081249,84.84832950037632,33.08156303498436,120.30655746176434
82.09548531101056,123.69690705560531,45.122357580240426,103.78249349470062,91.41736312570055,51.82875082456292,114.61767036826575,118.69824991377781,105.09287365374475,107.0566552837728,119.45568966866725,53.9182971604196,32.67228410424339,52.984180289737935,84.8500939893168,33.87571586240098,119.35616687722484
83.04867483832683,124.51173766907901,45.14466948561074,104.6869878630254,93.67393841812252,52.4288123146207,114.19730041999286,117.58857902734063,106.52874884579965,105.30868262898322,116.77638796900447,52.28589269950891,33.200501666836516,53.15637812291828,84.33197173395348,32.51324299149071,119.1418351671429
82.72577164294547,123.00068724234987,45.946255491030875,103.81295711236565,91.04593825225368,51.0463953869803,112.93074940604784,116.06348126549189,105.51979762585299,106.71408611295253,119.17391608383376,54.830749115943696,34.12906479824017,52.51101851257084,82.05211336273653,33.783718781814564,120.07112457378466
82.27184322393221,123.84916437939344,45.76300082893984,103.35128880942455,93.6898934566263,53.159791245289306,113.6230857745861,118.54246386150024,107.25435686857271,106.40834516439477,118.99530059555983,55.446000094667184,33.296728477436524,52.44271887589592,82.93596576479891,33.30706451657024,118.86859709397775
82.17688193865192,123.83582058837949,46.46999826076317,104.914712305998,93.01206786470385,49.71585214251766,114.23930846682035,119.42932426271285,104.66212650878977,106.55155927021242,118.76335781446896,56.15029053091616,34.40425719501345,52.115984545440796,83.79914852170938,32.858304323952375,118.87682178518995
84.11926294477526,123.15738007860978,47.00305130966118,102.69775032407848,92.22351110632917,52.072377586281036,113.97819466191817,117.98639716555468,107.45735855827103,106.84244992490615,118.63728431042007,56.58278725412209,34.27468107399285,53.35762425932389,83.1626809206686,32.50250134159486,118.31149649207282
83.08607286499368,124.6387830794482,46.36723229942221,104.58804415606959,91.11224199478876,52.11486904353888,112.7170606707017,117.07812902839673,107.26457837733847,105.53683513352854,118.19663620393973,52.87002312441705,33.18664535221108,52.794719725805024,82.64259704021379,32.73721661101753,120.27063106065822
82.29269465967167,123.05661695063006,44.87609853313491,101.8582359074842,92.53557744688842,52.04866873688305,114.95685687927558,120.01983789165425,104.16960886809085,106.38007870844177,117.88138066556644,55.78889929803345,33.72808799892656,53.02732276086417,82.71682257207019,32.57357297488683,119.08966225110827
84.35607814680671,123.20543947259145,45.449308428469685,103.94428964218228,91.14065971630069,53.142385143974124,113.99091342527375,118.30312296159184,106.36752230250937,105.3837794465934,119.3898868194724,54.2276302156857,33.49789699590112,53.558690966033275,84.2933939556419,32.925035049160954,117.74126835073699
81.99084171065037,124.27670904390499,46.73214056348512,101.89035449547924,91.16017475254783,52.134185174177716,114.11278786262909,116.37604279123896,106.16156301343999,105.40163218976978,120.64104662972896,55.249198542735655,34.421473449875904,53.44735930219061,82.78607261934744,34.9438768931086,117.37708875254883
83.79570314169975,124.61866393748065,45.52299762008704,103.6664503167134,91.68242680117626,51.32453855514422,114.46955916935293,116.99343900891209,105.77574484124243,105.40582325127004,118.66402049042705,55.432728599130186,33.40563362765379,52.807676086927636,83.49685474809841,34.443996665574545,119.34261239821389
83.22006963296671,124.68341850462342,45.405865423225116,103.85925722499984,92.34617774583275,50.43910909724593,112.57196916689924,117.42770294721593,104.67899350413482,105.76172153930041,117.98626200858413,54.90227694692908,35.41170937593146,52.95062309644381,83.69703554509807,33.38824264778535,118.3035802070774
61.843414309396,69.49521295312411,33.038865562048564,95.15431583163358,93.04174591056285,52.942312210267865,66.19952663116133,107.53203019329246,87.52830855732931,52.73782629713616,118.29979512545194,80.52830303466692,122.74540419734541,89.11408400404072,72.34436362035315,123.14875089623521,89.80189593673578
59.72684023075747,70.23863204804113,33.11471061816397,94.44189064229404,89.30788111144278,52.852351356894474,63.31548178778303,108.86068444587053,89.85931009769344,52.19185814559273,119.28452830286852,81.72185116294433,121.91574055316549,89.48668877167663,73.02772168847657,122.48208734994621,91.24104847710817
